WPRDC_ID,HomeZipCode,Destination,Other,MilesOneWay,CommuteDays,PrimaryMode,PrimaryModePercentCommute,PrimaryModeNumberTrips,SecondaryMode,SecondaryModePercentCommute,SecondaryModeNumberTrips,TertiaryMode,TertiaryModePercentCommute,TertiaryModeNumberTrips
13905,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Dropped off / Picked up,60,6,I only commute by one method,,0,Bus,40,4
13956,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14004,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",45,4.5,Light Rail (T),45,4.5,Walk,10,1
14116,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,2,Bus,10,0.4,Drive Alone,10,0.4,Telecommute,80,3.2
14125,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14218,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
14357,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14375,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,4,Bus,50,4,Drive Alone,50,4,I do not use a third transportation method,0,0
14424,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,4,Bus,100,8,I only commute by one method,0,0,,0,0
14503,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",70,7,Drive Alone,30,3,I do not use a third transportation method,0,0
14592,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14614,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14705,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14958,15005,Oakland,,18.08604934,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15131,15005,Oakland,,18.08604934,2,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,4,I only commute by one method,0,0,I do not use a third transportation method,0,0
15473,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15625,15005,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15930,15005,Other (please specify),Other,,2,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,4,I only commute by one method,0,0,I do not use a third transportation method,0,0
16232,15005,Oakland,,18.08604934,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16341,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,3,Bus,20,1.2,Park and Ride,30,1.8,Drove Alone,50,3
16614,15005,Other (please specify),Lawrenceville,,2,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,4,I only commute by one method,0,0,I do not use a third transportation method,0,0
16660,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",40,4,Dropped Off,60,6,I do not use a third transportation method,0,0
16858,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,4,Bus,80,6.4,Telecommute,20,1.6,I do not use a third transportation method,0,0
16972,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17132,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
18791,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18800,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,Absent,0,0,I do not use a third transportation method,0,0
19108,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
19386,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Bus,60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19436,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Telecommute,40,4,I do not use a third transportation method,0,0
20144,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
20151,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Carpool,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
20271,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Carpool,60,6,Telecommute,40,4,I do not use a third transportation method,0,0
20527,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3763,15006,Other (please specify),Wexford,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15218,15006,Oakland,,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15612,15006,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",67,7,Dropped Off,33,3,I do not use a third transportation method,0,0
19244,15006,Downtown (includes Golden Triangle & Lower Hill),,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
665,15007,Downtown (includes Golden Triangle & Lower Hill),,15.07007753,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2957,15007,Downtown (includes Golden Triangle & Lower Hill),,15.07007753,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
88,15009,Downtown (includes Golden Triangle & Lower Hill),,26.03621125,5,Bus,100,10,I only commute by one method,,0,,0,0
4175,15009,Oakland,,27.82775424,1,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,2,I only commute by one method,0,0,I do not use a third transportation method,0,0
5811,15009,Oakland,,27.82775424,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6643,15009,Uptown / Bluff,,26.03621125,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Bus,40,4,I do not use a third transportation method,0,0
6915,15009,Oakland,,27.82775424,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8052,15009,Oakland,,27.82775424,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,4,Bike,50,4,I do not use a third transportation method,0,0
8442,15009,Downtown (includes Golden Triangle & Lower Hill),,26.03621125,4,Bus,100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
8834,15009,Oakland,,27.82775424,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10700,15009,Uptown / Bluff,,26.03621125,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11864,15009,Other (please specify),Lawrenceville,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
11905,15009,Oakland,,27.82775424,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12276,15009,Other (please specify),Braddock,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12662,15009,Oakland,,27.82775424,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12705,15009,Downtown (includes Golden Triangle & Lower Hill),,26.03621125,5,Carpool,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
12777,15009,Other (please specify),South Side,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
12959,15009,Other (please specify),Crafton,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13717,15009,Downtown (includes Golden Triangle & Lower Hill),,26.03621125,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14032,15009,Downtown (includes Golden Triangle & Lower Hill),,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
14673,15009,Oakland,,27.82775424,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14765,15009,Other (please specify),Strip District,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14839,15009,Downtown (includes Golden Triangle & Lower Hill),,26.03621125,3,Bus,100,6,I only commute by one method,0,0,,0,0
